utts	labels
I need to find Local Restaurants in Cambridge where I can dine and I also need an expensive 4 Star Hotel I can stay in while in Cambridge.	find_hotel
I am looking for a hotel on the east side, and I would prefer a four star hotel	find_hotel
I'm looking for a 3-star hotel that offers free wifi	find_hotel
Hi, I'm really looking forward to coming to Cambridge. You have an Express by Holiday Inn, right?	find_hotel
Please help me find a four star hotel.	find_hotel
I would like to find a place to stay next weekend	find_hotel
I am looking for a place to stay in the moderate price range. It must include free parking.	find_hotel
I would like information on the Gonville hotel.	find_hotel
I need a hotel in the center of town with a star of 0.	find_hotel
i am new here. i need a place to stay with free wifi	find_hotel
I'm looking for a cheap place to stay with free wifi please.	find_hotel
I need a hotel in the south	find_hotel
I need a place to stay that has free wifi.	find_hotel
Can you help me find a place to stay? I am looking for a hotel with a star of 0 and it needs free wifi.	find_hotel
Can you please help me find a guesthouse that offers free parking?	find_hotel
Hello! I'm needing a place to stay in the center of town. Parking is not important to me. What do you have?	find_hotel
I'm looking for a place to stay. Please list all hotels in the north that include free wifi.	find_hotel
I'd like to find out if there are any 4-star rated guesthouses in Cambridge	find_hotel
i need a place to stay	find_hotel
I need help finding a guesthouse to stay at.	find_hotel
I Am looking for a four star guest house..	find_hotel
Do you have any information on a hotel called the Acorn Guesthouse?	find_hotel
I am looking for a hotel in the expensive price range.	find_hotel
I would like a hotel while in cambridge. It doesn't need parking or internet.	find_hotel
I'm looking for a guest house that offers free parking.	find_hotel
Are there any 3-star hotels, guesthouses, or B&B's that have wifi that you don't have to pay for?	find_hotel
I need a place to stay in the cheap price range.	find_hotel
i'm looking for a place to stay that includes internet and free parking	find_hotel
What have you got on the west side, in the way of places to stay offering free wifi?	find_hotel
Yes, I am looking for information for the Kirkwood House. Can you help me?	find_hotel
I need a hotel to stay at that is 3 stars. I would preferably like one that has free wifi at it, and possibly close to the local restaurants.	find_hotel
I am hoping you can help me find a hotel with free wifi in the north.	find_hotel
I need a 4 star hotel in the east, please.	find_hotel
Can you help me find a hotel called Limehouse? Thanks.	find_hotel
I would like to find a 1 star hotel to stay at that includes free parking. Do you know of any?	find_hotel
Greetings! I'm looking for the Worth House, I heard it's in Cambridge.	find_hotel
Hello, I'm looking for some information about places to stay in Cambridge. I would like to know the most inexpensive price range located to the north.	find_hotel
I need a place to stay. I would like a 4 star place in the east area.	find_hotel
There's a place I've heard of that I'm looking for more details. Warkworth House. Do you know of it?	find_hotel
Can you help me find a particular hotel?	find_hotel
I am looking for a hotel in the north part of Cambridge. Preferably a 4 star or greater. Can you recommend one?	find_hotel
Good Morning, I am planning a trip to Cambridge. Can you help me with that?	find_hotel
I'm looking for a moderately priced hotel.	find_hotel
I'm looking for a 3 star hotel.	find_hotel
Yes I am looking for information on a hotel called City Center North B and B.	find_hotel
need a hotel with free wifi please	find_hotel
I want to find a guesthouse in the south area of Cambridge.	find_hotel
Hopefully you can help me with my planning. I am looking for a place to stay and have no idea what to choose.	find_hotel
I need lodgings on the north side of town.	find_hotel
I am looking to stay at a guesthouse that has a 3 star rating.	find_hotel
I need to find a hotel in the west of town and have at least a 4 star rating.	find_hotel
Hello! Can you please recommend a 3-star hotel?	find_hotel
I need a cheap place with a free WiFi to stay. Can you assist to find one?	find_hotel
I am looking for a place to stay	find_hotel
i am lookingfor a place to stay	find_hotel
I need to find a hotel to stay in, some place with free parking. Thank you.	find_hotel
I am looking for a hotel called the alpha-milton guest house.	find_hotel
Where is Finches Bed and Breakfast located?	find_hotel
I am look for a place to stay that is in the moderate price range and it should include free parking.	find_hotel
I'm looking for a place to stay, can you help me out?	find_hotel
Hi I am looking for a guesthouse that has a star rating of 0.	find_hotel
I am looking for a hotel in Cambridge.	find_hotel
I am looking for a cheap room in a guest house.	find_hotel
i need a place to stay	find_hotel
Hello I am looking for a hotel on the west side of town. I'm not picky about wi-fi.	find_hotel
I am looking for an expensive hotel that includes free parking.	find_hotel
Hi. I am looking for a hotel to stay in.	find_hotel
I am looking for a place to stay. The hotel should be in the north and should have a star of 4	find_hotel
I am planning my trip and would like to find a guesthouse to stay at.	find_hotel
Hello, I need a hotel that's moderately priced, please.	find_hotel
I need a place to stay in South of town.	find_hotel
Hi there! I need a 4-star accommodation with free wifi.	find_hotel
I need a place to stay that has free wifi. I don't need parking though. Thank you.	find_hotel
I'm hoping to find Rosa's Bed and Breakfast.	find_hotel
I am looking for a place to stay, I'd prefer a hotel.	find_hotel
I would like to book at room at alexander bed and breakfast	find_hotel
I want to stay at a guest house, in the south.	find_hotel
I want to book the Archway House in Cambridge.	find_hotel
Please find me a guesthouse that offers free parking	find_hotel
Yeah, hi. I could use some help finding something priced kind of moderately to stay at this weekend.	find_hotel
I need a cheap room, free parking.	find_hotel
Find me a place to stay. I need a hotel in the moderate price range with a star of 4.	find_hotel
I am looking for ALexeander b&b.	find_hotel
I need a four star room, free wifi too,	find_hotel
I am trying to locate information about four star hotels in Cambridge.	find_hotel
Hello, I am looking for a guesthouse in the west. Do you have any recommendations?	find_hotel
I'm looking for a hotel to stay at. I want it to be at least 2 stars and in the center of town.	find_hotel
I'm looking for a 4-star place to stay, it doesn't need to include internet.	find_hotel
I need a place to stay with 4 stars.	find_hotel
I'm visiting the north side of Cambridge, can you help me find a hotel there?	find_hotel
I want some information on the university arms hotel please	find_hotel
I am looking for a cheap place to stay that has free wifi.	find_hotel
I'm looking for a hotel called warkworth house	find_hotel
Can you help me find a nice 4 star hotel?	find_hotel
Hi, I'm looking for a hotel in town with free parking and free wifi.	find_hotel
i want a place to stay	find_hotel
I'm looking for a place to stay. A 0-star hotel is fine with me as long as it fits my moderate budget	find_hotel
I am looking for information on the Warkworth House.	find_hotel
I need a hotel, parking doesn't matter to me though.	find_hotel
"I""m looking for a hotel in the east."	find_hotel
I am planning a trip and would love some suggestions on a place to stay when I arrive in Cambridge.	find_hotel
I am looking for a place to stay with free wifi.	find_hotel
i need a hotel in the north	find_hotel
Yes, I am looking for a place to stay. I would prefer to stay in the North at a 3 Star location.	find_hotel
I'm looking to find a place to stay in Cambridge, if you could help me?	find_hotel
